[2020-09-26 01:44:36,148 INFO] [********] The match loss is : 0.10588235408067703 -- 0.007913697510957718
[2020-09-26 01:44:49,765 INFO] [********] The match loss is : 0.1041666716337204 -- 0.011295724660158157
[2020-09-26 01:44:49,862 INFO] [********] The match loss is : 0.11827956885099411 -- 0.008851917460560799
[2020-09-26 01:44:49,866 INFO] [********] The match loss is : 0.11290322244167328 -- 0.009056305512785912
[2020-09-26 01:44:49,878 INFO] [********] The match loss is : 0.14516128599643707 -- 0.00843015406280756
[2020-09-26 01:44:49,977 INFO] [********] The match loss is : 0.10795454680919647 -- 0.008461745455861092
[2020-09-26 01:44:50,085 INFO] [********] The match loss is : 0.13306450843811035 -- 0.01100878231227398
[2020-09-26 01:44:50,185 INFO] [********] The match loss is : 0.10919540375471115 -- 0.008095942437648773
[2020-09-26 01:44:50,199 INFO] [********] The match loss is : 0.13793103396892548 -- 0.0077793351374566555
[2020-09-26 01:44:50,293 INFO] [********] The match loss is : 0.10493826866149902 -- 0.007790788076817989
[2020-09-26 01:44:50,300 INFO] [********] The match loss is : 0.10493826866149902 -- 0.007394629996269941
[2020-09-26 01:44:50,312 INFO] [********] The match loss is : 0.10493826866149902 -- 0.0078041343949735165
[2020-09-26 01:44:50,315 INFO] [********] The match loss is : 0.11728395521640778 -- 0.0074833473190665245
[2020-09-26 01:44:50,317 INFO] [********] The match loss is : 0.12345679104328156 -- 0.007126552984118462
[2020-09-26 01:44:50,411 INFO] [********] The match loss is : 0.10389610379934311 -- 0.007389884442090988
[2020-09-26 01:44:50,426 INFO] [********] The match loss is : 0.10389610379934311 -- 0.007324797101318836
[2020-09-26 01:44:50,430 INFO] [********] The match loss is : 0.10389610379934311 -- 0.007383272517472506
[2020-09-26 01:44:50,437 INFO] [********] The match loss is : 0.12337662279605865 -- 0.006615358870476484
[2020-09-26 01:44:50,537 INFO] [********] The match loss is : 0.10000000149011612 -- 0.0074943979270756245
[2020-09-26 01:44:50,540 INFO] [********] The match loss is : 0.10625000298023224 -- 0.007573408540338278
[2020-09-26 01:44:50,734 INFO] [********] The match loss is : 0.10106382519006729 -- 0.010241255164146423
[2020-09-26 01:44:50,747 INFO] [********] The match loss is : 0.10638297349214554 -- 0.010317697189748287
[2020-09-26 01:44:50,757 INFO] [********] The match loss is : 0.1808510571718216 -- 0.008852256461977959
[2020-09-26 01:44:50,928 INFO] [********] The match loss is : 0.11250000447034836 -- 0.008608092553913593
[2020-09-26 01:44:51,139 INFO] [********] The match loss is : 0.11052632331848145 -- 0.010035156272351742
[2020-09-26 01:44:51,142 INFO] [********] The match loss is : 0.12105263769626617 -- 0.0102714067324996
[2020-09-26 01:44:51,254 INFO] [********] The match loss is : 0.11042944341897964 -- 0.016493642702698708
[2020-09-26 01:44:51,348 INFO] [********] The match loss is : 0.12837837636470795 -- 0.007704674266278744
[2020-09-26 01:44:51,350 INFO] [********] The match loss is : 0.10810811072587967 -- 0.007930001243948936
[2020-09-26 01:44:51,353 INFO] [********] The match loss is : 0.10135135054588318 -- 0.00786691252142191
[2020-09-26 01:44:51,357 INFO] [********] The match loss is : 0.10810811072587967 -- 0.007647189777344465
[2020-09-26 01:44:51,361 INFO] [********] The match loss is : 0.10135135054588318 -- 0.007755696307867765
[2020-09-26 01:44:51,733 INFO] [********] The match loss is : 0.10176990926265717 -- 0.011457148008048534
[2020-09-26 01:44:51,740 INFO] [********] The match loss is : 0.10176990926265717 -- 0.011677742004394531
[2020-09-26 01:44:51,742 INFO] [********] The match loss is : 0.1592920422554016 -- 0.010581448674201965
[2020-09-26 01:44:51,834 INFO] [********] The match loss is : 0.11764705926179886 -- 0.008606904186308384
[2020-09-26 01:44:51,838 INFO] [********] The match loss is : 0.11764705926179886 -- 0.008579655550420284
[2020-09-26 01:44:51,842 INFO] [********] The match loss is : 0.1411764770746231 -- 0.00845157541334629
[2020-09-26 01:44:51,845 INFO] [********] The match loss is : 0.11176470667123795 -- 0.008471949957311153
[2020-09-26 01:44:51,847 INFO] [********] The match loss is : 0.12352941185235977 -- 0.00813456904143095
[2020-09-26 01:44:51,938 INFO] [********] The match loss is : 0.1325301229953766 -- 0.008497313596308231
[2020-09-26 01:44:51,939 INFO] [********] The match loss is : 0.15060240030288696 -- 0.008333648554980755
[2020-09-26 01:44:51,941 INFO] [********] The match loss is : 0.10843373090028763 -- 0.008473221212625504
[2020-09-26 01:44:51,942 INFO] [********] The match loss is : 0.14457830786705017 -- 0.008136573247611523
[2020-09-26 01:44:51,945 INFO] [********] The match loss is : 0.10843373090028763 -- 0.007602855563163757
[2020-09-26 01:44:52,142 INFO] [********] The match loss is : 0.1164383590221405 -- 0.014227082021534443
[2020-09-26 01:44:52,222 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008759253658354282
[2020-09-26 01:44:52,229 INFO] [********] The match loss is : 0.11728395521640778 -- 0.008202768862247467
[2020-09-26 01:44:52,240 INFO] [********] The match loss is : 0.15432098507881165 -- 0.008130524307489395
[2020-09-26 01:44:52,242 INFO] [********] The match loss is : 0.12962962687015533 -- 0.008102254010736942
[2020-09-26 01:44:52,246 INFO] [********] The match loss is : 0.11728395521640778 -- 0.008125361986458302
[2020-09-26 01:44:52,248 INFO] [********] The match loss is : 0.17283950746059418 -- 0.007462390698492527
[2020-09-26 01:44:52,732 INFO] [********] The match loss is : 0.10000000894069672 -- 0.012904857285320759
[2020-09-26 01:44:52,740 INFO] [********] The match loss is : 0.2291666716337204 -- 0.0108687998726964
[2020-09-26 01:44:52,828 INFO] [********] The match loss is : 0.11194029450416565 -- 0.007548951078206301
[2020-09-26 01:44:52,832 INFO] [********] The match loss is : 0.11194029450416565 -- 0.005718548316508532
[2020-09-26 01:44:53,047 INFO] [********] The match loss is : 0.12878787517547607 -- 0.013448942452669144
[2020-09-26 01:44:53,133 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008495674468576908
[2020-09-26 01:44:53,136 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008400186896324158
[2020-09-26 01:44:53,142 INFO] [********] The match loss is : 0.12962962687015533 -- 0.007920303381979465
[2020-09-26 01:44:53,390 INFO] [********] The match loss is : 0.11176470667123795 -- 0.008959248661994934
[2020-09-26 01:44:53,396 INFO] [********] The match loss is : 0.11764705926179886 -- 0.009067918173968792
[2020-09-26 01:44:53,406 INFO] [********] The match loss is : 0.10588235408067703 -- 0.009059899486601353
[2020-09-26 01:44:53,410 INFO] [********] The match loss is : 0.1764705926179886 -- 0.007980363443493843
[2020-09-26 01:44:53,644 INFO] [********] The match loss is : 0.10000000149011612 -- 0.008246752433478832
[2020-09-26 01:44:53,646 INFO] [********] The match loss is : 0.10625000298023224 -- 0.008089431561529636
[2020-09-26 01:44:53,647 INFO] [********] The match loss is : 0.10625000298023224 -- 0.0082863112911582
[2020-09-26 01:44:53,649 INFO] [********] The match loss is : 0.16250000894069672 -- 0.007988128811120987
[2020-09-26 01:44:53,652 INFO] [********] The match loss is : 0.10000000149011612 -- 0.008388313464820385
[2020-09-26 01:44:53,653 INFO] [********] The match loss is : 0.11874999850988388 -- 0.007879805751144886
[2020-09-26 01:44:53,657 INFO] [********] The match loss is : 0.10625000298023224 -- 0.007928100414574146
[2020-09-26 01:44:53,660 INFO] [********] The match loss is : 0.11250000447034836 -- 0.008061583153903484
[2020-09-26 01:44:53,667 INFO] [********] The match loss is : 0.14374999701976776 -- 0.007357981521636248
[2020-09-26 01:44:53,945 INFO] [********] The match loss is : 0.10526315867900848 -- 0.009671703912317753
[2020-09-26 01:44:53,949 INFO] [********] The match loss is : 0.11052632331848145 -- 0.00961091835051775
[2020-09-26 01:44:53,950 INFO] [********] The match loss is : 0.11052632331848145 -- 0.009739448316395283
[2020-09-26 01:44:53,955 INFO] [********] The match loss is : 0.12105263769626617 -- 0.009271688759326935
[2020-09-26 01:44:53,958 INFO] [********] The match loss is : 0.15789474546909332 -- 0.009208481758832932
[2020-09-26 01:44:53,960 INFO] [********] The match loss is : 0.14210526645183563 -- 0.008671557530760765
[2020-09-26 01:44:54,042 INFO] [********] The match loss is : 0.11764706671237946 -- 0.010962089523673058
[2020-09-26 01:44:54,046 INFO] [********] The match loss is : 0.10294117778539658 -- 0.010593344457447529
[2020-09-26 01:44:54,051 INFO] [********] The match loss is : 0.13725490868091583 -- 0.010184693150222301
[2020-09-26 01:44:54,052 INFO] [********] The match loss is : 0.10294117778539658 -- 0.010512961074709892
[2020-09-26 01:44:54,054 INFO] [********] The match loss is : 0.10784313827753067 -- 0.01027835812419653
[2020-09-26 01:44:54,058 INFO] [********] The match loss is : 0.19117647409439087 -- 0.00939854048192501
[2020-09-26 01:44:54,149 INFO] [********] The match loss is : 0.10273972153663635 -- 0.014815453439950943
[2020-09-26 01:44:54,152 INFO] [********] The match loss is : 0.10616438090801239 -- 0.014487067237496376
[2020-09-26 01:44:54,154 INFO] [********] The match loss is : 0.1438356190919876 -- 0.013779135420918465
[2020-09-26 01:44:54,237 INFO] [********] The match loss is : 0.11728395521640778 -- 0.008419625461101532
[2020-09-26 01:44:54,339 INFO] [********] The match loss is : 0.12883435189723969 -- 0.015378907322883606
[2020-09-26 01:44:54,550 INFO] [********] The match loss is : 0.11538461595773697 -- 0.0076652467250823975
[2020-09-26 01:44:54,552 INFO] [********] The match loss is : 0.10256410390138626 -- 0.007751770783215761
[2020-09-26 01:44:54,555 INFO] [********] The match loss is : 0.10256410390138626 -- 0.007739251479506493
[2020-09-26 01:44:54,556 INFO] [********] The match loss is : 0.10897435992956161 -- 0.007801903411746025
[2020-09-26 01:44:54,560 INFO] [********] The match loss is : 0.10897435992956161 -- 0.007417888380587101
[2020-09-26 01:44:54,562 INFO] [********] The match loss is : 0.13461539149284363 -- 0.007773125544190407
[2020-09-26 01:44:54,567 INFO] [********] The match loss is : 0.10897435992956161 -- 0.00750613771378994
[2020-09-26 01:44:54,572 INFO] [********] The match loss is : 0.11538461595773697 -- 0.007549856323748827
[2020-09-26 01:44:54,574 INFO] [********] The match loss is : 0.10256410390138626 -- 0.007679591421037912
[2020-09-26 01:44:54,576 INFO] [********] The match loss is : 0.10897435992956161 -- 0.007778224069625139
[2020-09-26 01:44:54,580 INFO] [********] The match loss is : 0.19230769574642181 -- 0.006960011553019285
[2020-09-26 01:44:54,682 INFO] [********] The match loss is : 0.11666667461395264 -- 0.011556202545762062
[2020-09-26 01:44:54,684 INFO] [********] The match loss is : 0.10000000894069672 -- 0.01185636967420578
[2020-09-26 01:44:54,689 INFO] [********] The match loss is : 0.20416668057441711 -- 0.010666671209037304
[2020-09-26 01:44:54,789 INFO] [********] The match loss is : 0.10176990926265717 -- 0.011269680224359035
[2020-09-26 01:44:54,791 INFO] [********] The match loss is : 0.11061947047710419 -- 0.01108650304377079
[2020-09-26 01:44:54,797 INFO] [********] The match loss is : 0.10176990926265717 -- 0.010622466914355755
[2020-09-26 01:44:54,883 INFO] [********] The match loss is : 0.11538461595773697 -- 0.007664320059120655
[2020-09-26 01:44:54,885 INFO] [********] The match loss is : 0.12179487198591232 -- 0.007428855635225773
[2020-09-26 01:44:54,887 INFO] [********] The match loss is : 0.11538461595773697 -- 0.0075873155146837234
[2020-09-26 01:44:54,889 INFO] [********] The match loss is : 0.12179487198591232 -- 0.0074661411345005035
[2020-09-26 01:44:54,891 INFO] [********] The match loss is : 0.12179487198591232 -- 0.007722863461822271
[2020-09-26 01:44:54,892 INFO] [********] The match loss is : 0.11538461595773697 -- 0.007221837528049946
[2020-09-26 01:44:54,894 INFO] [********] The match loss is : 0.12820513546466827 -- 0.007335921283811331
[2020-09-26 01:44:54,895 INFO] [********] The match loss is : 0.10897435992956161 -- 0.007559986785054207
[2020-09-26 01:44:54,899 INFO] [********] The match loss is : 0.11538461595773697 -- 0.007495940197259188
[2020-09-26 01:44:54,900 INFO] [********] The match loss is : 0.10256410390138626 -- 0.007687364239245653
[2020-09-26 01:44:54,902 INFO] [********] The match loss is : 0.10256410390138626 -- 0.007786440663039684
[2020-09-26 01:44:54,903 INFO] [********] The match loss is : 0.12179487198591232 -- 0.007459662389010191
[2020-09-26 01:44:54,905 INFO] [********] The match loss is : 0.10897435992956161 -- 0.007518486585468054
[2020-09-26 01:44:54,906 INFO] [********] The match loss is : 0.20512820780277252 -- 0.0071260035037994385
[2020-09-26 01:44:55,003 INFO] [********] The match loss is : 0.15234375 -- 0.01172573585063219
[2020-09-26 01:44:55,091 INFO] [********] The match loss is : 0.10000000149011612 -- 0.00933767855167389
[2020-09-26 01:44:55,092 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009315919131040573
[2020-09-26 01:44:55,094 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009516604244709015
[2020-09-26 01:44:55,098 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009117397479712963
[2020-09-26 01:44:55,100 INFO] [********] The match loss is : 0.12105263769626617 -- 0.009161177091300488
[2020-09-26 01:44:55,102 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009129032492637634
[2020-09-26 01:44:55,104 INFO] [********] The match loss is : 0.11052632331848145 -- 0.009348732419312
[2020-09-26 01:44:55,107 INFO] [********] The match loss is : 0.13684211671352386 -- 0.008509090170264244
[2020-09-26 01:44:55,196 INFO] [********] The match loss is : 0.10112359374761581 -- 0.008766444399952888
[2020-09-26 01:44:55,197 INFO] [********] The match loss is : 0.11797752976417542 -- 0.008948586881160736
[2020-09-26 01:44:55,199 INFO] [********] The match loss is : 0.11797752976417542 -- 0.008710615336894989
[2020-09-26 01:44:55,204 INFO] [********] The match loss is : 0.10112359374761581 -- 0.00885365903377533
[2020-09-26 01:44:55,208 INFO] [********] The match loss is : 0.14606741070747375 -- 0.007934910245239735
[2020-09-26 01:44:55,289 INFO] [********] The match loss is : 0.1689189225435257 -- 0.007506175898015499
[2020-09-26 01:44:55,479 INFO] [********] The match loss is : 0.10483870655298233 -- 0.013396549969911575
[2020-09-26 01:44:55,565 INFO] [********] The match loss is : 0.121495321393013 -- 0.010878161527216434
[2020-09-26 01:44:55,566 INFO] [********] The match loss is : 0.11682242900133133 -- 0.010411749593913555
[2020-09-26 01:44:55,654 INFO] [********] The match loss is : 0.11693547666072845 -- 0.012463822029531002
[2020-09-26 01:44:55,657 INFO] [********] The match loss is : 0.10483870655298233 -- 0.012713104486465454
[2020-09-26 01:44:55,658 INFO] [********] The match loss is : 0.15322580933570862 -- 0.01132147666066885
[2020-09-26 01:44:55,843 INFO] [********] The match loss is : 0.1111111119389534 -- 0.009742177091538906
[2020-09-26 01:44:55,844 INFO] [********] The match loss is : 0.14141413569450378 -- 0.008970098569989204
[2020-09-26 01:44:55,929 INFO] [********] The match loss is : 0.12576687335968018 -- 0.01598157174885273
[2020-09-26 01:44:55,930 INFO] [********] The match loss is : 0.11349692940711975 -- 0.015512293204665184
[2020-09-26 01:44:56,019 INFO] [********] The match loss is : 0.15420560538768768 -- 0.010571694932878017
[2020-09-26 01:44:56,022 INFO] [********] The match loss is : 0.12616822123527527 -- 0.010904179885983467
[2020-09-26 01:44:56,023 INFO] [********] The match loss is : 0.11682242900133133 -- 0.010931684635579586
[2020-09-26 01:44:56,026 INFO] [********] The match loss is : 0.10280373692512512 -- 0.010958935134112835
[2020-09-26 01:44:56,032 INFO] [********] The match loss is : 0.14485980570316315 -- 0.009993926621973515
[2020-09-26 01:44:56,121 INFO] [********] The match loss is : 0.10309278219938278 -- 0.010059994645416737
[2020-09-26 01:44:56,123 INFO] [********] The match loss is : 0.12371133267879486 -- 0.009818671271204948
[2020-09-26 01:44:56,124 INFO] [********] The match loss is : 0.11855670064687729 -- 0.009849509224295616
[2020-09-26 01:44:56,126 INFO] [********] The match loss is : 0.10309278219938278 -- 0.009752796962857246
[2020-09-26 01:44:56,128 INFO] [********] The match loss is : 0.1494845300912857 -- 0.009607420302927494
[2020-09-26 01:44:56,130 INFO] [********] The match loss is : 0.10309278219938278 -- 0.009747287258505821
[2020-09-26 01:44:56,131 INFO] [********] The match loss is : 0.10309278219938278 -- 0.009851154871284962
[2020-09-26 01:44:56,134 INFO] [********] The match loss is : 0.11340206116437912 -- 0.00887856725603342
[2020-09-26 01:44:56,423 INFO] [********] The match loss is : 0.12025316804647446 -- 0.015639714896678925
[2020-09-26 01:44:56,514 INFO] [********] The match loss is : 0.10000000149011612 -- 0.02158624306321144
[2020-09-26 01:44:56,601 INFO] [********] The match loss is : 0.10256410390138626 -- 0.008669164963066578
[2020-09-26 01:44:56,607 INFO] [********] The match loss is : 0.1666666716337204 -- 0.007848195731639862
[2020-09-26 01:44:56,610 INFO] [********] The match loss is : 0.12179487198591232 -- 0.008262073621153831
[2020-09-26 01:44:56,611 INFO] [********] The match loss is : 0.13461539149284363 -- 0.008240846917033195
[2020-09-26 01:44:56,613 INFO] [********] The match loss is : 0.18589743971824646 -- 0.00805578101426363
[2020-09-26 01:44:56,615 INFO] [********] The match loss is : 0.14743590354919434 -- 0.007934161461889744
[2020-09-26 01:44:56,617 INFO] [********] The match loss is : 0.11538461595773697 -- 0.007993897423148155
[2020-09-26 01:44:56,620 INFO] [********] The match loss is : 0.14743590354919434 -- 0.008020374923944473
[2020-09-26 01:44:56,626 INFO] [********] The match loss is : 0.16025641560554504 -- 0.00787790771573782
[2020-09-26 01:44:56,628 INFO] [********] The match loss is : 0.12179487198591232 -- 0.00809538271278143
[2020-09-26 01:44:56,631 INFO] [********] The match loss is : 0.20512820780277252 -- 0.007212911732494831
[2020-09-26 01:44:56,718 INFO] [********] The match loss is : 0.10215053707361221 -- 0.02002023160457611
[2020-09-26 01:44:56,723 INFO] [********] The match loss is : 0.12634408473968506 -- 0.018937569111585617
[2020-09-26 01:44:56,813 INFO] [********] The match loss is : 0.12337662279605865 -- 0.008212124928832054
[2020-09-26 01:44:56,817 INFO] [********] The match loss is : 0.12337662279605865 -- 0.007935604080557823
[2020-09-26 01:44:56,820 INFO] [********] The match loss is : 0.12337662279605865 -- 0.008042293600738049
[2020-09-26 01:44:56,828 INFO] [********] The match loss is : 0.12987013161182404 -- 0.007978493347764015
[2020-09-26 01:44:56,833 INFO] [********] The match loss is : 0.14935064315795898 -- 0.00775485672056675
[2020-09-26 01:44:56,834 INFO] [********] The match loss is : 0.15584415197372437 -- 0.007310821209102869
[2020-09-26 01:44:57,020 INFO] [********] The match loss is : 0.1111111119389534 -- 0.008736910298466682
[2020-09-26 01:44:57,022 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008541418239474297
[2020-09-26 01:44:57,023 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008577764965593815
[2020-09-26 01:44:57,026 INFO] [********] The match loss is : 0.11728395521640778 -- 0.008564386516809464
[2020-09-26 01:44:57,027 INFO] [********] The match loss is : 0.1419753134250641 -- 0.008317722007632256
[2020-09-26 01:44:57,029 INFO] [********] The match loss is : 0.1419753134250641 -- 0.008258000947535038
[2020-09-26 01:44:57,030 INFO] [********] The match loss is : 0.12962962687015533 -- 0.008428002707660198
[2020-09-26 01:44:57,032 INFO] [********] The match loss is : 0.12345679104328156 -- 0.008254986256361008
[2020-09-26 01:44:57,035 INFO] [********] The match loss is : 0.10493826866149902 -- 0.008394583128392696
[2020-09-26 01:44:57,041 INFO] [********] The match loss is : 0.12345679104328156 -- 0.008335638791322708
[2020-09-26 01:44:57,317 INFO] [********] The match loss is : 0.10897435992956161 -- 0.008765342645347118
[2020-09-26 01:44:57,409 INFO] [********] The match loss is : 0.14556962251663208 -- 0.008387993089854717
[2020-09-26 01:44:57,412 INFO] [********] The match loss is : 0.1582278460264206 -- 0.008383555337786674
[2020-09-26 01:44:57,415 INFO] [********] The match loss is : 0.16455696523189545 -- 0.008203394711017609
[2020-09-26 01:44:57,418 INFO] [********] The match loss is : 0.10759493708610535 -- 0.00842529907822609
[2020-09-26 01:44:57,419 INFO] [********] The match loss is : 0.12025316804647446 -- 0.008434946648776531
[2020-09-26 01:44:57,422 INFO] [********] The match loss is : 0.10126582533121109 -- 0.008270762860774994
[2020-09-26 01:44:57,426 INFO] [********] The match loss is : 0.12025316804647446 -- 0.008350089192390442
[2020-09-26 01:44:57,428 INFO] [********] The match loss is : 0.12025316804647446 -- 0.00840630754828453
[2020-09-26 01:44:57,431 INFO] [********] The match loss is : 0.20886076986789703 -- 0.008090009912848473
[2020-09-26 01:44:57,433 INFO] [********] The match loss is : 0.12025316804647446 -- 0.00759070785716176
[2020-09-26 01:44:57,521 INFO] [********] The match loss is : 0.10784313827753067 -- 0.011650951579213142
[2020-09-26 01:44:57,527 INFO] [********] The match loss is : 0.14215686917304993 -- 0.010591424070298672
[2020-09-26 01:44:57,529 INFO] [********] The match loss is : 0.12254902720451355 -- 0.010738764889538288
[2020-09-26 01:44:57,530 INFO] [********] The match loss is : 0.12254902720451355 -- 0.010723584331572056
[2020-09-26 01:44:57,534 INFO] [********] The match loss is : 0.11274509876966476 -- 0.010965147987008095
[2020-09-26 01:44:57,537 INFO] [********] The match loss is : 0.11764706671237946 -- 0.010788440704345703
[2020-09-26 01:44:57,539 INFO] [********] The match loss is : 0.20588235557079315 -- 0.009957689791917801
[2020-09-26 01:44:57,630 INFO] [********] The match loss is : 0.10588235408067703 -- 0.009228337556123734
[2020-09-26 01:44:57,632 INFO] [********] The match loss is : 0.12352941185235977 -- 0.009277216158807278
[2020-09-26 01:44:57,635 INFO] [********] The match loss is : 0.10588235408067703 -- 0.009405609220266342
[2020-09-26 01:44:57,637 INFO] [********] The match loss is : 0.10588235408067703 -- 0.008740457706153393
[2020-09-26 01:44:57,638 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009008650667965412
[2020-09-26 01:44:57,640 INFO] [********] The match loss is : 0.10000000149011612 -- 0.009228705428540707
[2020-09-26 01:44:57,644 INFO] [********] The match loss is : 0.11764705926179886 -- 0.008911175653338432
[2020-09-26 01:44:57,645 INFO] [********] The match loss is : 0.12941177189350128 -- 0.008960981853306293
[2020-09-26 01:44:57,648 INFO] [********] The match loss is : 0.11764705926179886 -- 0.009000062942504883
[2020-09-26 01:44:57,650 INFO] [********] The match loss is : 0.15882353484630585 -- 0.008061817847192287
[2020-09-26 01:44:57,734 INFO] [********] The match loss is : 0.12371133267879486 -- 0.010945212095975876
[2020-09-26 01:44:57,738 INFO] [********] The match loss is : 0.10309278219938278 -- 0.010596181266009808
[2020-09-26 01:44:57,740 INFO] [********] The match loss is : 0.14432989060878754 -- 0.010183149017393589
[2020-09-26 01:44:57,741 INFO] [********] The match loss is : 0.10309278219938278 -- 0.010263989679515362
[2020-09-26 01:44:57,746 INFO] [********] The match loss is : 0.13917525112628937 -- 0.010139946825802326
[2020-09-26 01:44:57,747 INFO] [********] The match loss is : 0.10824742168188095 -- 0.010355593636631966
[2020-09-26 01:44:57,749 INFO] [********] The match loss is : 0.11340206116437912 -- 0.010097447782754898
[2020-09-26 01:44:57,750 INFO] [********] The match loss is : 0.10824742168188095 -- 0.01013689674437046
[2020-09-26 01:44:57,754 INFO] [********] The match loss is : 0.10309278219938278 -- 0.010218576528131962
[2020-09-26 01:44:57,756 INFO] [********] The match loss is : 0.17010308802127838 -- 0.009188121184706688
[2020-09-26 01:44:57,846 INFO] [********] The match loss is : 0.12371133267879486 -- 0.010486513376235962
[2020-09-26 01:44:57,848 INFO] [********] The match loss is : 0.13917525112628937 -- 0.010081755928695202
[2020-09-26 01:44:57,850 INFO] [********] The match loss is : 0.11855670064687729 -- 0.010178553871810436
[2020-09-26 01:44:57,854 INFO] [********] The match loss is : 0.12886597216129303 -- 0.010428340174257755
[2020-09-26 01:44:57,859 INFO] [********] The match loss is : 0.10824742168188095 -- 0.010279418900609016
[2020-09-26 01:44:57,860 INFO] [********] The match loss is : 0.13917525112628937 -- 0.00988012459129095
